policy_name,policy_file,policy_version,datasource_name,api_service,method,endpoint,operation,field,permission
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,ds_region_check,AWS,GET,https://ec2.{region}.amazonaws.com/?Action=DescribeInstances&Version=2016-11-15&MaxResults=5,DescribeInstances,{entire response},ec2:DescribeInstances
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,ds_instance_sets,AWS,GET,https://ec2.{region}.amazonaws.com/?Action=DescribeInstances&Version=2016-11-15&Filter.1.Name=instance-state-name&Filter.1.Value.1=running,DescribeInstances,instanceId,ec2:DescribeInstances
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,ds_aws_instance_types_map,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/aws/aws_ec2_instance_types.json,Get Raw Content,{entire response},
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,ds_aws_ec2_pricing,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/aws/aws_ec2_pricing.json,Get Raw Content,{entire response},
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,ds_cloudwatch_data,AWS,POST,https://monitoring.{region}.amazonaws.com/?Version=2010-08-01,GetMetricData,Id,cloudwatch:GetMetricData
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,ds_instance_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,define_start_instance,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=StartInstances&Version=2016-11-15&InstanceId.1={dynamic},StartInstances,{entire response},ec2:StartInstances
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,define_stop_instance,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=StopInstances&Version=2016-11-15&InstanceId.1={dynamic},StopInstances,{entire response},ec2:StopInstances
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,define_resize_instance,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=ModifyInstanceAttribute&Version=2016-11-15&InstanceId={dynamic}&InstanceType.Value={dynamic},ModifyInstanceAttribute,{entire response},ec2:ModifyInstanceAttribute
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,define_terminate_instance,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=TerminateInstances&Version=2016-11-15&InstanceId.1={dynamic},TerminateInstances,{entire response},ec2:TerminateInstances
AWS Rightsize EC2 Instances (Cross-Family),cost/aws/rightsize_ec2_instances_cross_family/aws_rightsize_ec2_instances_cross_family.pt,0.1.0,define_get_instance_state,AWS,POST,https://ec2.{region}.amazonaws.com/?Action=DescribeInstanceStatus&Version=2016-11-15&IncludeAllInstances=true&InstanceId.1={dynamic},DescribeInstanceStatus,{entire response},ec2:DescribeInstanceStatus
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_cloud_vendor_accounts,Flexera,GET,https://{flexera_api_host}/finops-analytics/v1/orgs/{org}/cloud-vendor-accounts,List Cloud Vendor Accounts,accountId,
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_billing_centers_aws_acc,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_cloud_vendor_accounts_fallback,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,vendor_account,
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_get_caller_identity,AWS,GET,https://sts.amazonaws.com/?Action=GetCallerIdentity&Version=2011-06-15,GetCallerIdentity,Account,sts:GetCallerIdentity
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_describe_regions,AWS,GET,https://ec2.amazonaws.com/?Action=DescribeRegions&Version=2016-11-15&Filter.1.Name=opt-in-status&Filter.1.Value.1=opt-in-not-required&Filter.1.Value.2=opted-in,DescribeRegions,regionName,ec2:DescribeRegions
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_region_check,AWS,GET,https://elasticache.{region}.amazonaws.com/?Action=DescribeCacheClusters&Version=2015-02-02&MaxResults=5,DescribeCacheClusters,{entire response},elasticache:DescribeCacheClusters
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_elasticache_clusters,AWS,GET,https://elasticache.{region}.amazonaws.com/?Action=DescribeCacheClusters&Version=2015-02-02,DescribeCacheClusters,CacheClusterId,elasticache:DescribeCacheClusters
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_elasticache_size_list,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/aws/elasticache_types.json,Get Raw Content,{entire response},
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_aws_instance_types,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/aws/aws_ec2_instance_types.json,Get Raw Content,{entire response},
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_elasticache_clusters_with_tags,AWS,GET,https://elasticache.{region}.amazonaws.com/?Action=ListTagsForResource&Version=2015-02-02&ResourceName={dynamic},ListTagsForResource,TagList,elasticache:ListTagsForResource
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_cloudwatch_data,AWS,POST,https://monitoring.{region}.amazonaws.com/?Version=2010-08-01,GetMetricData,Id,cloudwatch:GetMetricData
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_cluster_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
AWS Rightsize ElastiCache,cost/aws/rightsize_elasticache/aws_rightsize_elasticache.pt,0.5.7,define_resize_cluster,AWS,POST,https://elasticache.{region}.amazonaws.com/?Action=ModifyCacheCluster&Version=2015-02-02&ApplyImmediately=true&CacheClusterId={dynamic}&CacheNodeType={dynamic},ModifyCacheCluster,{entire response},elasticache:ModifyCacheCluster
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_aws_rds_cost_map,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/aws/aws_rds_pricing.json,Get Raw Content,{entire response},
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_aws_instance_types,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/aws/aws_ec2_instance_types.json,Get Raw Content,{entire response},
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_cloud_vendor_accounts,Flexera,GET,https://{flexera_api_host}/finops-analytics/v1/orgs/{org}/cloud-vendor-accounts,List Cloud Vendor Accounts,accountId,
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_billing_centers_aws_acc,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_cloud_vendor_accounts_fallback,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,vendor_account,
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_get_caller_identity,AWS,GET,https://sts.amazonaws.com/?Action=GetCallerIdentity&Version=2011-06-15,GetCallerIdentity,Account,sts:GetCallerIdentity
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_instance_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_instance_costs_instanceusage,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_describe_regions,AWS,GET,https://ec2.amazonaws.com/?Action=DescribeRegions&Version=2016-11-15&Filter.1.Name=opt-in-status&Filter.1.Value.1=opt-in-not-required&Filter.1.Value.2=opted-in,DescribeRegions,regionName,ec2:DescribeRegions
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_region_check,AWS,GET,https://rds.{region}.amazonaws.com/?Action=DescribeDBInstances&Version=2014-10-31&MaxResults=5,DescribeDBInstances,{entire response},rds:DescribeDBInstances
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_rds_instances_set,AWS,GET,https://rds.{region}.amazonaws.com/?Action=DescribeDBInstances&Version=2014-10-31,DescribeDBInstances,DbiResourceId,rds:DescribeDBInstances
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_resource_tags,AWS,GET,https://rds.{region}.amazonaws.com/?Action=ListTagsForResource&Version=2014-10-31,ListTagsForResource,Key,rds:ListTagsForResource
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_cloudwatch_idle_data,AWS,POST,https://monitoring.{region}.amazonaws.com/?Version=2010-08-01,GetMetricData,Id,cloudwatch:GetMetricData
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_cloudwatch_underutil_cpu_data,AWS,POST,https://monitoring.{region}.amazonaws.com/?Version=2010-08-01,GetMetricData,Id,cloudwatch:GetMetricData
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_cloudwatch_underutil_mem_data,AWS,POST,https://monitoring.{region}.amazonaws.com/?Version=2010-08-01,GetMetricData,Id,cloudwatch:GetMetricData
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_cloudwatch_underutil_netin_data,AWS,POST,https://monitoring.{region}.amazonaws.com/?Version=2010-08-01,GetMetricData,Id,cloudwatch:GetMetricData
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_cloudwatch_underutil_netout_data,AWS,POST,https://monitoring.{region}.amazonaws.com/?Version=2010-08-01,GetMetricData,Id,cloudwatch:GetMetricData
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_rds_underutil_instance_options,AWS,GET,https://rds.{region}.amazonaws.com/?Action=DescribeOrderableDBInstanceOptions&Version=2014-10-31,DescribeOrderableDBInstanceOptions,DBInstanceClass,rds:DescribeOrderableDBInstanceOptions
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,define_downsize_instance,AWS,GET,https://rds.{region}.amazonaws.com/?Action=ModifyDBInstance&Version=2014-10-31,ModifyDBInstance,{entire response},rds:ModifyDBInstance
AWS Rightsize RDS Instances,cost/aws/rightsize_rds_instances/aws_rightsize_rds_instances.pt,5.10.6,define_terminate_instance,AWS,GET,https://rds.{region}.amazonaws.com/?Action=DeleteDBInstance&Version=2014-10-31&SkipFinalSnapshot=true&DBInstanceIdentifier={dynamic},DeleteDBInstance,{entire response},rds:DeleteDBInstance
AWS Rightsize Redshift,cost/aws/rightsize_redshift/aws_rightsize_redshift.pt,0.3.1,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
AWS Rightsize Redshift,cost/aws/rightsize_redshift/aws_rightsize_redshift.pt,0.3.1,ds_cloud_vendor_accounts,Flexera,GET,https://{flexera_api_host}/finops-analytics/v1/orgs/{org}/cloud-vendor-accounts,List Cloud Vendor Accounts,accountId,
AWS Rightsize Redshift,cost/aws/rightsize_redshift/aws_rightsize_redshift.pt,0.3.1,ds_billing_centers_aws_acc,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
AWS Rightsize Redshift,cost/aws/rightsize_redshift/aws_rightsize_redshift.pt,0.3.1,ds_cloud_vendor_accounts_fallback,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,vendor_account,
AWS Rightsize Redshift,cost/aws/rightsize_redshift/aws_rightsize_redshift.pt,0.3.1,ds_get_caller_identity,AWS,GET,https://sts.amazonaws.com/?Action=GetCallerIdentity&Version=2011-06-15,GetCallerIdentity,Account,sts:GetCallerIdentity
AWS Rightsize Redshift,cost/aws/rightsize_redshift/aws_rightsize_redshift.pt,0.3.1,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers?view=allocation_table,List Billing Centers,href,
AWS Rightsize Redshift,cost/aws/rightsize_redshift/aws_rightsize_redshift.pt,0.3.1,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
AWS Rightsize Redshift,cost/aws/rightsize_redshift/aws_rightsize_redshift.pt,0.3.1,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
