policy_name,policy_file,policy_version,datasource_name,api_service,method,endpoint,operation,field,permission
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers,List Billing Centers,href,
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_google_projects,GCP,GET,https://cloudresourcemanager.googleapis.com/v3/projects:search,Search Projects,projectId,resourcemanager.projects.search
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_get_google_vms,GCP,GET,https://compute.googleapis.com/compute/v1/projects/{id}/aggregated/instances,List Instances,{entire response},compute.instances.aggregatedList
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_cpu_stats,GCP,POST,https://monitoring.googleapis.com/v3/projects/{project}/timeSeries:query,Query Timeseries,{entire response},monitoring.timeSeries.list
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_mem_stats,GCP,POST,https://monitoring.googleapis.com/v3/projects/{project}/timeSeries:query,Query Timeseries,{entire response},monitoring.timeSeries.list
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_vm_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_google_instance_sizes,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/google/google_compute_instance_types.json,Get Raw Content,{entire response},
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_google_instance_prices,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/google/google_vm_pricing.json,Get Raw Content,{entire response},
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,define_resize_instance,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id}/setMachineType,setMachineType,{entire response},compute.instances.setMachineType
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,define_delete_instance,GCP,DELETE,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id},instance,{entire response},compute.instances.delete
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,define_start_instance,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id}/start,start,{entire response},compute.instances.start
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,define_stop_instance,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id}/stop,stop,{entire response},compute.instances.stop
Google Rightsize VM Instances,cost/google/rightsize_vm_instances/google_rightsize_vm_instances.pt,0.3.0,define_get_instance_state,GCP,GET,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id},instance,{entire response},compute.instances.get
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,ds_google_projects,GCP,GET,https://cloudresourcemanager.googleapis.com/v3/projects:search,Search Projects,projectId,resourcemanager.projects.search
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,ds_calculated_utilization,GCP,POST,https://monitoring.googleapis.com/v3/projects/{id}/timeSeries:query,Query Timeseries,labelValues,monitoring.timeSeries.list
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,ds_get_instances,GCP,GET,https://compute.googleapis.com/compute/v1/projects/{id}/aggregated/instances,List Instances,{entire response},compute.instances.aggregatedList
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,ds_idle_recommendations,GCP,GET,https://recommender.googleapis.com/v1/projects/{project}/locations/{id}/recommenders/google.compute.instance.{id}/recommendations?filter=stateInfo.state=ACTIVE,List Recommendations,name,
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,ds_underutil_recommendations,GCP,GET,https://recommender.googleapis.com/v1/projects/{project}/locations/{id}/recommenders/google.compute.instance.{id}/recommendations?filter=stateInfo.state=ACTIVE,List Recommendations,name,
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,ds_currency_conversion,Flexera,GET,https://api.xe-auth.flexeraeng.com/prod/{proxy+}?amount=1&from={dynamic}&to={dynamic},Get Prod,from,
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,define_resize_instance,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id}/setMachineType,setMachineType,{entire response},compute.instances.setMachineType
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,define_delete_instance,GCP,DELETE,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id},instance,{entire response},compute.instances.delete
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,define_start_instance,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id}/start,start,{entire response},compute.instances.start
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,define_stop_instance,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id}/stop,stop,{entire response},compute.instances.stop
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,define_get_instance_state,GCP,GET,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id},instance,{entire response},compute.instances.get
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,recommender_IdleResourceRecommender,GCP,GET,https://recommender.googleapis.com/v1/projects/{id}/locations/{region}/recommenders/google.compute.instance.IdleResourceRecommender/recommendations,List IdleResourceRecommender Recommendations,{entire response},recommender.computeInstanceIdleResourceRecommendations.list
Google Rightsize VM Recommender,cost/google/rightsize_vm_recommendations/google_rightsize_vm_recommendations.pt,3.4.0,recommender_MachineTypeRecommender,GCP,GET,https://recommender.googleapis.com/v1/projects/{id}/locations/{region}/recommenders/google.compute.instance.MachineTypeRecommender/recommendations,List MachineTypeRecommender Recommendations,{entire response},recommender.computeInstanceMachineTypeRecommendations.list
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,ds_policy_incident,Flexera,GET,https://{rs_governance_host}/api/governance/projects/{project}/incidents?state=triggered&applied_policy_id={dynamic},List Incidents,{entire response},
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,ds_google_projects,GCP,GET,https://cloudresourcemanager.googleapis.com/v1/projects/?filter=(lifecycleState:ACTIVE),List Projects,projectNumber,resourcemanager.projects.list
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,ds_get_instances,GCP,GET,https://compute.googleapis.com/compute/v1/projects/{id}/aggregated/instances,List Instances,{entire response},compute.instances.aggregatedList
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,ds_timezones_list,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/tz_database/timezones_list.json,Get Raw Content,{entire response},
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,ds_instances_schedule_result,AWS,POST,https://bjlaftw4kh.execute-api.us-east-1.amazonaws.com/production,Create Production,{entire response},
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,ds_policy_incident_details,Flexera,GET,https://{rs_governance_host}/api/governance/projects/{project}/incidents/{incident_id}?view=extended,List Incidents,{entire response},
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,ds_policy_incident_action_status,Flexera,GET,https://{rs_governance_host}/api/governance/projects/{project}/action_status?view=extended&incident_id={dynamic},List Action Status,{entire response},
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,define_update_schedule,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id}/setLabels,setLabels,{entire response},compute.instances.setLabels
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,define_delete_schedule,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id}/setLabels,setLabels,{entire response},compute.instances.setLabels
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,define_delete_instance,GCP,DELETE,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id},instance,{entire response},compute.instances.delete
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,define_window_active,AWS,POST,https://bjlaftw4kh.execute-api.us-east-1.amazonaws.com/production,Create Production,{entire response},
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,define_start_instance,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id}/start,start,{entire response},compute.instances.start
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,define_stop_instance,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id}/stop,stop,{entire response},compute.instances.stop
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,define_get_instance_info,GCP,GET,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/instances/{id},instance,{entire response},compute.instances.get
Google Schedule Instance,cost/google/schedule_instance/google_schedule_instance.pt,6.1.0,define_get_tzlist,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/tz_database/timezones_list.json,Get Raw Content,{entire response},
Google Unlabeled Resources,compliance/google/unlabeled_resources/unlabeled_resources.pt,3.4.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Google Unlabeled Resources,compliance/google/unlabeled_resources/unlabeled_resources.pt,3.4.0,ds_google_projects,GCP,GET,https://cloudresourcemanager.googleapis.com/v3/projects:search,Search Projects,projectId,resourcemanager.projects.search
Google Unlabeled Resources,compliance/google/unlabeled_resources/unlabeled_resources.pt,3.4.0,ds_get_disks,GCP,GET,https://compute.googleapis.com/{dynamic},Get Resource,{entire response},
Google Unlabeled Resources,compliance/google/unlabeled_resources/unlabeled_resources.pt,3.4.0,ds_get_vpn_gateways,GCP,GET,https://compute.googleapis.com/{dynamic},Get Resource,{entire response},
Google Unlabeled Resources,compliance/google/unlabeled_resources/unlabeled_resources.pt,3.4.0,ds_external_vpn_gateways,GCP,GET,https://compute.googleapis.com/{dynamic},Get Resource,id,
Google Unlabeled Resources,compliance/google/unlabeled_resources/unlabeled_resources.pt,3.4.0,ds_images,GCP,GET,https://compute.googleapis.com/{dynamic},Get Resource,id,
Google Unlabeled Resources,compliance/google/unlabeled_resources/unlabeled_resources.pt,3.4.0,ds_get_instances,GCP,GET,https://compute.googleapis.com/{dynamic},Get Resource,{entire response},
Google Unlabeled Resources,compliance/google/unlabeled_resources/unlabeled_resources.pt,3.4.0,ds_snapshots,GCP,GET,https://compute.googleapis.com/{dynamic},Get Resource,id,
Google Unlabeled Resources,compliance/google/unlabeled_resources/unlabeled_resources.pt,3.4.0,ds_storage_buckets,GCP,GET,https://storage.googleapis.com/storage/v1/b?projection=full&project={dynamic},List Buckets,id,storage.buckets.list
Google Unlabeled Resources,compliance/google/unlabeled_resources/unlabeled_resources.pt,3.4.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Google Unlabeled Resources,compliance/google/unlabeled_resources/unlabeled_resources.pt,3.4.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers,List Billing Centers,href,
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,ds_google_projects,GCP,GET,https://cloudresourcemanager.googleapis.com/v3/projects:search,Search Projects,projectId,resourcemanager.projects.search
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,ds_zones,GCP,GET,https://compute.googleapis.com/compute/v1/projects/{id}/zones?project={dynamic},List Zones,name,compute.zones.list
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,ds_disks,GCP,GET,https://compute.googleapis.com/compute/v1/projects/{projectId}/zones/{zone}/disks,List Disks,id,compute.disks.list
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,ds_disk_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/select,Request Selected Costs,resource_id,
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,ds_get_parent_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies/,List Applied Policies,id,
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,ds_terminate_self,Flexera,DELETE,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies{id}/,Delete Projects,{entire response},
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,define_snapshot_disk,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/disks/{id}/createSnapshot,createSnapshot,{entire response},compute.disks.createSnapshot
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,define_get_operation_status,GCP,GET,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/operations/{id},operation,{entire response},compute.zoneOperations.get
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,define_delete_disk,GCP,DELETE,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/disks/{id},disk,{entire response},compute.disks.delete
Google Unused Disks,cost/google/unused_disks/google_unused_disks.pt,0.3.0,define_snapshot_disk_implicit,GCP,POST,https://compute.googleapis.com/compute/v1/projects/{id}/zones/{id}/disks/{id}/createSnapshot,createSnapshot,{entire response},compute.snapshots.create
ITAM Asset Report,operational/flexera/itam/asset_report/itam_asset_report.pt,0.2.1,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
ITAM Asset Report,operational/flexera/itam/asset_report/itam_asset_report.pt,0.2.1,ds_itam_assets,Flexera,GET,https://{flexera_api_host}/fnms/v1/orgs/{org}/assets,List Assets,assetId,
ITAM Expiring Licenses,compliance/flexera/fnms/fnms_licenses_expiring/expiring_licenses.pt,2.5.0,ds_licenses,Flexera,GET,https://api.app./fnms/v1/orgs/{org}/license-attributes?status=Active&limit=10000,List License Attributes,{entire response},
ITAM Ignored Recent Inventory Dates,compliance/flexera/fnms/ignored_recent_inventory_dates/ignored_recent_inventory_dates.pt,2.5.0,ds_inventories,Flexera,GET,https://api.app./fnms/v1/orgs/{org}/inventories?status=Ignored&limit=10000,List Inventories,{entire response},
ITAM Installed Application Report,operational/flexera/itam/installed_app_report/itam_installed_app_report.pt,0.2.1,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
ITAM Installed Application Report,operational/flexera/itam/installed_app_report/itam_installed_app_report.pt,0.2.1,ds_itam_apps,Flexera,GET,https://{flexera_api_host}/fnms/v1/orgs/{org}/installed-applications,List Installed Applications,flexeraId,
ITAM License Report,operational/flexera/itam/license_report/itam_license_report.pt,0.2.1,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
ITAM License Report,operational/flexera/itam/license_report/itam_license_report.pt,0.2.1,ds_itam_licenses,Flexera,GET,https://{flexera_api_host}/fnms/v1/orgs/{org}/licenses,List Licenses,id,
ITAM Missing Active Machines,compliance/flexera/fnms/missing_active_machines/missing_active_machines.pt,2.5.0,ds_inventories,Flexera,GET,https://api.app./fnms/v1/orgs/{org}/inventories?status=Active&limit=10000,List Inventories,{entire response},
ITAM Overused Licenses,compliance/flexera/fnms/overused_licenses/overused_licenses.pt,2.5.0,ds_license_attributes,Flexera,GET,https://api.app./fnms/v1/orgs/{org}/license-attributes?offset=&limit=,List License Attributes,{entire response},
ITAM Overused Licenses,compliance/flexera/fnms/overused_licenses/overused_licenses.pt,2.5.0,ds_license_entitlements,Flexera,GET,https://api.app./fnms/v1/orgs/{org}/license-entitlements?offset=&limit=,List License Entitlements,{entire response},
Kubecost Cluster Rightsizing Recommendation,cost/kubecost/cluster/kubecost_cluster_rightsizing_recommendations.pt,0.5.2,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Kubecost Cluster Rightsizing Recommendation,cost/kubecost/cluster/kubecost_cluster_rightsizing_recommendations.pt,0.5.2,ds_kubecost_currency_code,Unknown,GET,https://{kubecost_host}/model/getConfigs,List Get Configs,currencyCode,
Kubecost Cluster Rightsizing Recommendation,cost/kubecost/cluster/kubecost_cluster_rightsizing_recommendations.pt,0.5.2,ds_currency_conversion,Flexera,GET,https://api.xe-auth.flexeraeng.com/prod/{proxy+}?amount=1&from={dynamic}&to={dynamic},Get Prod,from,
Kubecost Cluster Rightsizing Recommendation,cost/kubecost/cluster/kubecost_cluster_rightsizing_recommendations.pt,0.5.2,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Kubecost Cluster Rightsizing Recommendation,cost/kubecost/cluster/kubecost_cluster_rightsizing_recommendations.pt,0.5.2,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Kubecost Cluster Rightsizing Recommendation,cost/kubecost/cluster/kubecost_cluster_rightsizing_recommendations.pt,0.5.2,ds_clusters,Unknown,GET,https://{kubecost_host}/model/savings/clusterSizingETL?includeOverhead=false&minNodeCount={dynamic}&window={dynamic}&targetUtilization={dynamic}&allowSharedCore={dynamic}&architecture={dynamic},Get Cluster Sizing Etl,data,
Kubecost Container Request Rightsizing Recommendations,cost/kubecost/sizing/kubecost_resizing_recommendation.pt,0.5.2,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Kubecost Container Request Rightsizing Recommendations,cost/kubecost/sizing/kubecost_resizing_recommendation.pt,0.5.2,ds_kubecost_currency_code,Unknown,GET,https://{kubecost_host}/model/getConfigs,List Get Configs,currencyCode,
Kubecost Container Request Rightsizing Recommendations,cost/kubecost/sizing/kubecost_resizing_recommendation.pt,0.5.2,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Kubecost Container Request Rightsizing Recommendations,cost/kubecost/sizing/kubecost_resizing_recommendation.pt,0.5.2,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Kubecost Container Request Rightsizing Recommendations,cost/kubecost/sizing/kubecost_resizing_recommendation.pt,0.5.2,ds_clusters,Unknown,GET,https://{kubecost_host}/model/clusterInfoMap,Get Cluster Info Map,id,
Kubecost Container Request Rightsizing Recommendations,cost/kubecost/sizing/kubecost_resizing_recommendation.pt,0.5.2,ds_request_sizing,Unknown,GET,https://{kubecost_host}/model/savings/requestSizingV2?algorithmCPU={dynamic}&algorithmRAM={dynamic}&qCPU={dynamic}&qRAM={dynamic}&targetCPUUtilization={dynamic}&targetRAMUtilization={dynamic}&window={dynamic}&filter={dynamic},Get Request Sizing V2,clusterID,
Kubernetes - Rightsizing Recommendations,cost/flexera/spot/ocean_recommendations/spot_ocean_recommendations.pt,0.4.1,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Kubernetes - Rightsizing Recommendations,cost/flexera/spot/ocean_recommendations/spot_ocean_recommendations.pt,0.4.1,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Kubernetes - Rightsizing Recommendations,cost/flexera/spot/ocean_recommendations/spot_ocean_recommendations.pt,0.4.1,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Kubernetes - Rightsizing Recommendations,cost/flexera/spot/ocean_recommendations/spot_ocean_recommendations.pt,0.4.1,ds_spotinst_accounts,Spot by NetApp,GET,https://api.spotinst.io/setup/account,Get Setup,{entire response},
Kubernetes - Rightsizing Recommendations,cost/flexera/spot/ocean_recommendations/spot_ocean_recommendations.pt,0.4.1,ds_spotinst_clusters,Spot by NetApp,GET,https://api.spotinst.io/,Get Resource,{entire response},
Kubernetes - Rightsizing Recommendations,cost/flexera/spot/ocean_recommendations/spot_ocean_recommendations.pt,0.4.1,ds_spotinst_clusters_rightsizing_suggestions_raw,Spot by NetApp,POST,https://api.spotinst.io/,Create Resource,{entire response},
Low Usage Report,cost/flexera/cco/low_usage/low_usage.pt,3.2.3,ds_applied_policy,Flexera,GET,https://{flexera_api_host}/policy/v1/orgs/{org}/projects/{project}/applied-policies,List Applied Policies,{entire response},
Low Usage Report,cost/flexera/cco/low_usage/low_usage.pt,3.2.3,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
Low Usage Report,cost/flexera/cco/low_usage/low_usage.pt,3.2.3,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
Low Usage Report,cost/flexera/cco/low_usage/low_usage.pt,3.2.3,ds_billing_centers,Flexera,GET,https://{rs_optima_host}/analytics/orgs/{org}/billing_centers,List Billing Centers,href,
Low Usage Report,cost/flexera/cco/low_usage/low_usage.pt,3.2.3,ds_dimensions_list,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/dimensions,List Dimensions,id,
Low Usage Report,cost/flexera/cco/low_usage/low_usage.pt,3.2.3,ds_costs,Flexera,POST,https://{rs_optima_host}/bill-analysis/orgs/{org}/costs/aggregated,Request Aggregated Costs,metrics,
MSP Invoiceable Spend Report,operational/flexera/msp/msp_invoiceable_spend_report/flexera_msp_invoiceable_spend_report.pt,0.1.0,ds_currency_reference,GitHub,GET,https://raw.githubusercontent.com/flexera-public/policy_templates/master/data/currency/currency_reference.json,Get Raw Content,{entire response},
MSP Invoiceable Spend Report,operational/flexera/msp/msp_invoiceable_spend_report/flexera_msp_invoiceable_spend_report.pt,0.1.0,ds_currency_code,Flexera,GET,https://{rs_optima_host}/bill-analysis/orgs/{org}/settings/currency_code,Get Currency Code,id,
MSP Invoiceable Spend Report,operational/flexera/msp/msp_invoiceable_spend_report/flexera_msp_invoiceable_spend_report.pt,0.1.0,ds_organizations,Flexera,GET,https://{flexera_api_host}/msp/v1/orgs/{org}/customers,List Customers,id,
